x	y	Avg_Tot_auto	Count	Avg_total_viag	viag_auto_viag_total
332284.0048	7391362	4.88	25	7.84	0.62244898
332784.0048	7391362	5.16	25	8.32	0.620192308
333284.0048	7391362	3.2	30	7.333333	0.436363656
333784.0048	7391362	1.230769	13	5.923077	0.207792166
334284.0048	7391362	2.263158	19	8.684211	0.260606059
334784.0048	7391362	2.52381	21	5.333333	0.473214405
335284.0048	7391362	1.294118	17	6.235294	0.20754723
335774.1895	7391344.779	2.2	5	7	0.314285714
336281.1524	7391359.528	2.375	16	6.5625	0.361904762
336572.3528	7391232.524	0	1	4	0
322441.5077	7391675.171	3	2	8.5	0.352941176
322819.9438	7391801.938	3.666667	6	6.833333	0.536585441
323284.0048	7391862	5.555556	9	9.444444	0.588235369
323766.3901	7391842.552	1.5	10	4.9	0.306122449
324295.2657	7391847.583	2.357143	14	5.642857	0.417721555
324784.0048	7391862	2.827586	29	7.551724	0.374429203
325284.0048	7391862	3.333333	6	7.166667	0.465116211
325784.0048	7391862	1.888889	9	9.222222	0.204819294
326284.0048	7391862	1.307692	13	3.846154	0.339999906
326784.0048	7391862	3	2	5.5	0.545454545
327284.0048	7391862	4.166667	24	6.958333	0.598802472
327784.0048	7391862	4.642857	14	9	0.515873
328284.0048	7391862	3.142857	7	6.714286	0.468085065
328784.0048	7391862	1.166667	6	5.5	0.212121273
329284.0048	7391862	3.2	10	8.6	0.372093023
329784.0048	7391862	3.5	14	8.642857	0.404958684
330284.0048	7391862	5.3	20	8.5	0.623529412
330784.0048	7391862	3.725806	62	6.354839	0.586294318
331284.0048	7391862	4.71875	32	6.9375	0.68018018
331784.0048	7391862	4.216216	37	5.837838	0.722222165
332284.0048	7391862	4.380952	21	5.285714	0.828828802
332784.0048	7391862	2.157895	19	5.684211	0.379629644
333284.0048	7391862	1.269231	26	5.423077	0.234042592
333784.0048	7391862	2	4	4.75	0.421052632
334284.0048	7391862	2.176471	17	4.588235	0.474359095
334784.0048	7391862	3.827586	29	7.241379	0.528571423
335284.0048	7391862	1.428571	21	6.857143	0.208333266
335711.6659	7391881.133	3.5	10	8.4	0.416666667
336268.9527	7391660.28	2.75	4	3.75	0.733333333
323013.1307	7392141.148	0	0	0	0
323351.4282	7392235.825	3.5	4	8.75	0.4
323716.2014	7392268.16	6	2	11.5	0.52173913
324453.3125	7392151.299	0	0	0	0
324823.43	7392234.977	3	11	6.363636	0.471428598
325321.2492	7392309.509	3	16	9.1875	0.326530612
325784.0048	7392362	2.545455	11	6.818182	0.37333339
326284.0048	7392362	3	4	13.25	0.226415094
326784.0048	7392362	1.666667	6	6.5	0.256410308
327284.0048	7392362	3	6	5.833333	0.514285744
327784.0048	7392362	2.526316	19	5.315789	0.475247607
328284.0048	7392362	3.703704	27	7.777778	0.476190501
328784.0048	7392362	2.75	4	7.75	0.35483871
329284.0048	7392362	5	3	6.333333	0.789473726
329784.0048	7392362	3	5	4.2	0.714285714
330284.0048	7392362	5.361111	36	8.805556	0.608832764
330784.0048	7392362	3.571429	63	6.873016	0.519630538
331284.0048	7392362	4.371429	70	6.428571	0.680000112
331784.0048	7392362	4.458333	24	5.875	0.758865191
332284.0048	7392362	1.933333	15	6.133333	0.315217354
332784.0048	7392362	1.842105	38	5.842105	0.315315284
333284.0048	7392362	1.757576	33	7.939394	0.221374075
333784.0048	7392362	1.193548	31	6.580645	0.181372495
334284.0048	7392362	1.5625	16	4.75	0.328947368
334784.0048	7392362	1.7	10	4.8	0.354166667
335284.0048	7392362	3.285714	7	6.142857	0.534883687
335730.0591	7392358.1	0.2	5	3.2	0.0625
325425.6727	7392866.867	1.285714	7	8.142857	0.157894705
325784.0048	7392862	1.666667	6	10.666667	0.156250026
326284.0048	7392862	2.5	2	12	0.208333333
326784.0048	7392862	3.566667	30	6.766667	0.527093619
327284.0048	7392862	3.764706	17	6	0.627451
327784.0048	7392862	1.75	24	6.125	0.285714286
328284.0048	7392862	2.368421	19	5.263158	0.449999981
328784.0048	7392862	4.769231	13	7.923077	0.601941771
329284.0048	7392862	3.25	8	6.875	0.472727273
329784.0048	7392862	5.142857	21	7	0.734693857
330284.0048	7392862	4.064516	31	6.322581	0.642857086
330784.0048	7392862	2.603774	53	4.207547	0.618834204
331284.0048	7392862	3.655172	29	6.517241	0.56084653
331784.0048	7392862	1.628571	35	6.257143	0.260273898
332284.0048	7392862	1.906977	43	5.813953	0.328000072
332784.0048	7392862	2.04	25	6.96	0.293103448
333284.0048	7392862	1.944444	36	6.361111	0.305676791
333784.0048	7392862	1	20	5.1	0.196078431
334284.0048	7392862	1.153846	13	3.923077	0.294117602
334784.0048	7392862	1.5	12	5.916667	0.253521112
335284.0048	7392862	10	3	11.333333	0.882352967
335778.0481	7392868.829	3	2	6.5	0.461538462
336145.7752	7392912.059	10	1	13	0.769230769
325420.6708	7393354.723	0	2	8	0
325784.0048	7393362	2.666667	9	5.111111	0.521739207
326284.0048	7393362	2.227273	22	7.454545	0.298780543
326784.0048	7393362	1.666667	12	6.916667	0.240963892
327284.0048	7393362	2.5	4	4.25	0.588235294
327784.0048	7393362	2.529412	17	7.705882	0.32824432
328284.0048	7393362	5	21	7.52381	0.66455692
328784.0048	7393362	5.111111	27	8.592593	0.594827545
329284.0048	7393362	6.307692	39	8.564103	0.736526873
329784.0048	7393362	3.945455	55	7.072727	0.557840703
330284.0048	7393362	5.1	50	7.76	0.657216495
330784.0048	7393362	3.851852	27	6.37037	0.604651221
331284.0048	7393362	1.038462	26	4.923077	0.21093759
331784.0048	7393362	1.278689	61	5.540984	0.2307693
332284.0048	7393362	1	20	4.85	0.206185567
332784.0048	7393362	0.64	25	4.2	0.152380952
333284.0048	7393362	0.703704	27	5.111111	0.13768122
333784.0048	7393362	1.3125	16	6	0.21875
334284.0048	7393362	2.583333	12	7.916667	0.326315734
334784.0048	7393362	4.444444	9	6.666667	0.666666567
335284.0048	7393362	7	6	9.666667	0.724137906
335778.1618	7393356.922	0	0	0	0
336084.1514	7393222.392	0	0	0	0
324483.2803	7394087.011	0	0	0	0
324837.8565	7393996.22	4	3	6	0.666666667
325300.4911	7393884.064	1.5	4	10.5	0.142857143
325784.0048	7393862	2.277778	18	5.666667	0.4019608
326284.0048	7393862	3	26	5.846154	0.513157881
326784.0048	7393862	2.727273	11	5.272727	0.517241458
327284.0048	7393862	5.1	20	6.75	0.755555556
327784.0048	7393862	2	9	5.333333	0.375000023
328284.0048	7393862	4.307692	13	6.307692	0.682926814
328784.0048	7393862	4.444444	27	7.148148	0.621761609
329284.0048	7393862	4.631579	19	6.578947	0.704000047
329784.0048	7393862	2.848485	33	5.575758	0.510869554
330284.0048	7393862	3.704918	61	5.606557	0.660818752
330784.0048	7393862	1.277778	18	4.666667	0.273809552
331284.0048	7393862	1.576923	78	5.179487	0.304455441
331784.0048	7393862	2.066667	75	6.04	0.342163411
332284.0048	7393862	1.214286	28	5.642857	0.215189929
332784.0048	7393862	1.631579	19	6.368421	0.256198357
333284.0048	7393862	0.352941	17	3.705882	0.095238057
333784.0048	7393862	0.722222	18	5.166667	0.139784894
334284.0048	7393862	3.571429	7	6.857143	0.520833385
334784.0048	7393862	1.444444	9	4.888889	0.295454448
335284.0048	7393862	2.538462	13	7.230769	0.351063905
335694.4602	7393827.571	0	0	0	0
323496.9873	7394591.904	0	0	0	0
323841.3293	7394500.418	0	0	0	0
324303.3455	7394389.559	0	2	3	0
324784.0048	7394362	0.9	10	5.9	0.152542373
325284.0048	7394362	0	8	7	0
325784.0048	7394362	1.625	16	5.875	0.276595745
326284.0048	7394362	0.666667	6	7	0.095238143
326784.0048	7394362	1.526316	19	7.052632	0.216417927
327284.0048	7394362	3.928571	14	6.571429	0.597825983
327784.0048	7394362	2.428571	7	7.714286	0.314814748
328284.0048	7394362	1.9	10	3.7	0.513513514
328784.0048	7394362	6	5	9.2	0.652173913
329284.0048	7394362	1.764706	17	5.588235	0.315789511
329784.0048	7394362	2.5	48	6.604167	0.378548877
330284.0048	7394362	2.361111	36	5.472222	0.431472078
330784.0048	7394362	2.137931	29	6.068966	0.352272694
331284.0048	7394362	3.942857	35	6.085714	0.647887331
331784.0048	7394362	2.076923	26	5.384615	0.385714299
332284.0048	7394362	0.764706	51	5.901961	0.129568122
332784.0048	7394362	0.392857	28	5.571429	0.070512789
333284.0048	7394362	0	1	4	0
333784.0048	7394362	0.444444	81	5.925926	0.074999924
334284.0048	7394362	1.391304	23	6.043478	0.23021578
334784.0048	7394362	1.2	10	4.7	0.255319149
335268.1495	7394348.4	1.5	4	6	0.25
335589.4419	7394198.96	0	0	0	0
322971.4305	7395052.497	0	0	0	0
323321.8768	7394904.642	0	0	0	0
323784.0048	7394862	0	0	0	0
324284.0048	7394862	0	0	0	0
324784.0048	7394862	3.222222	9	6.222222	0.517857126
325284.0048	7394862	2.263158	19	6.105263	0.370689682
325784.0048	7394862	2.583333	12	6.916667	0.37349391
326284.0048	7394862	0.833333	6	5.833333	0.142857094
326784.0048	7394862	0.7	20	5.55	0.126126126
327284.0048	7394862	4.107143	28	9.107143	0.450980401
327784.0048	7394862	3.428571	21	8.095238	0.423529364
328284.0048	7394862	5.166667	6	7.833333	0.659574539
328784.0048	7394862	3.846154	13	6.076923	0.632911426
329284.0048	7394862	3.272727	44	6.204545	0.527472522
329784.0048	7394862	2.677419	31	6	0.4462365
330284.0048	7394862	2.375	72	6.180556	0.384269635
330784.0048	7394862	4.647059	34	6.147059	0.755980868
331284.0048	7394862	6.0625	48	9.020833	0.672055452
331784.0048	7394862	3.126984	63	5.746032	0.544198849
332284.0048	7394862	0.632353	68	4.352941	0.14527029
332784.0048	7394862	0.125	8	3.5	0.035714286
333284.0048	7394862	0	0	0	0
333784.0048	7394862	0.4	5	4.8	0.083333333
334284.0048	7394862	2.904762	21	7.190476	0.403973534
334784.0048	7394862	1.666667	18	6	0.277777833
335151.6663	7394781.106	0	0	0	0
322459.2133	7395541.41	0	0	0	0
322816.0775	7395395.882	0	1	8	0
323284.0048	7395362	0.782609	23	6.782609	0.115384655
323784.0048	7395362	3	1	5	0.6
324284.0048	7395362	0	1	6	0
324784.0048	7395362	2.65625	32	6.59375	0.402843602
325284.0048	7395362	2.818182	22	6.5	0.433566462
325784.0048	7395362	3.890909	55	7.527273	0.516908182
326284.0048	7395362	0.52	25	7.36	0.070652174
326784.0048	7395362	2.052632	19	6.368421	0.322314118
327284.0048	7395362	3.148148	27	7.333333	0.429292929
327784.0048	7395362	2.060606	33	6.181818	0.333333333
328284.0048	7395362	2.470588	17	5.705882	0.432989676
328784.0048	7395362	3.4	25	5.76	0.590277778
329284.0048	7395362	3.505495	91	6.406593	0.547169923
329784.0048	7395362	5.8	10	6.4	0.90625
330284.0048	7395362	1.6	65	5.553846	0.288088651
330784.0048	7395362	2.122449	49	6.693878	0.317073153
331284.0048	7395362	4.787234	47	7.531915	0.635593206
331784.0048	7395362	2.188679	53	5.698113	0.384105931
332284.0048	7395362	1.037037	27	5.37037	0.193103455
332784.0048	7395362	0.882353	17	5.823529	0.151515172
333284.0048	7395362	0	5	6.8	0
333784.0048	7395362	0.571429	21	5.333333	0.107142944
334284.0048	7395362	2.423077	26	5.038462	0.480916002
334720.8445	7395326.273	3.454545	11	7.090909	0.487179429
335036.1787	7395115.348	0	0	0	0
321950.6208	7396031.77	0	0	0	0
322310.2695	7395889.245	0	0	0	0
322784.0048	7395862	0	0	0	0
323284.0048	7395862	1.804598	87	7.321839	0.246467861
323784.0048	7395862	2.047619	21	5.571429	0.367521331
324284.0048	7395862	3.4	5	5.6	0.607142857
324784.0048	7395862	3.285714	28	7.928571	0.414414401
325284.0048	7395862	3.928571	14	8.142857	0.482456096
325784.0048	7395862	2	29	6.655172	0.300518153
326284.0048	7395862	0.888889	9	5.111111	0.173913069
326784.0048	7395862	2.823529	17	7.352941	0.383999953
327284.0048	7395862	6.571429	14	11.428571	0.575000059
327784.0048	7395862	2.238095	21	7.428571	0.301282037
328284.0048	7395862	3.631579	19	5.736842	0.633027544
328784.0048	7395862	2.4	20	5.9	0.406779661
329284.0048	7395862	4.230769	26	5.692308	0.743243163
329784.0048	7395862	5.423913	92	7.228261	0.75037592
330284.0048	7395862	1.578947	38	5.421053	0.291262048
330784.0048	7395862	2.8125	32	6.8125	0.412844037
331284.0048	7395862	3	2	3	1
331784.0048	7395862	2	9	5.555556	0.359999971
332284.0048	7395862	0.787234	47	5.340426	0.147410338
332784.0048	7395862	0.354839	31	5.645161	0.062857198
333284.0048	7395862	0.5	8	4	0.125
333784.0048	7395862	0.347826	23	5.173913	0.067226875
334284.0048	7395862	1.777778	9	4.111111	0.432432498
334703.9232	7395869.555	2.068966	29	6.103448	0.338983145
321513.7433	7396525.074	0	0	0	0
321807.2521	7396384.908	0	0	0	0
322284.0048	7396362	0.5	2	3	0.166666667
322784.0048	7396362	0	0	0	0
323284.0048	7396362	2	11	4.909091	0.4074074
323784.0048	7396362	1	42	5.071429	0.197183082
324284.0048	7396362	1.791667	24	5.208333	0.344000086
324784.0048	7396362	1.621622	37	6.702703	0.24193553
325284.0048	7396362	0.571429	7	7.285714	0.078431434
325784.0048	7396362	0.954545	22	7.272727	0.131249942
326284.0048	7396362	0.722222	18	6.111111	0.118181784
326784.0048	7396362	2.875	16	7.8125	0.368
327284.0048	7396362	4.758621	29	7.034483	0.676470609
327784.0048	7396362	3.869565	23	6.608696	0.585526252
328284.0048	7396362	4.0625	16	5.6875	0.714285714
328784.0048	7396362	4.666667	15	8.133333	0.573770556
329284.0048	7396362	7.444444	18	8.666667	0.858974275
329784.0048	7396362	5.903226	62	7.564516	0.780383834
330284.0048	7396362	4.525	40	6.45	0.701550388
330784.0048	7396362	3.529412	17	6.705882	0.526315852
331284.0048	7396362	1.307692	13	7.076923	0.184782567
331784.0048	7396362	1.967742	31	6.290323	0.312820502
332284.0048	7396362	0	7	6.428571	0
332784.0048	7396362	2.333333	6	8.5	0.274509765
333284.0048	7396362	0.866667	15	4.666667	0.185714344
333784.0048	7396362	1.125	16	8.125	0.138461538
334242.8459	7396266.741	0.615385	13	3.923077	0.15686284
334641.9364	7396205.745	0.666667	3	2	0.3333335
321508.6487	7396627.53	0	0	0	0
321873.9563	7396703.427	0	0	0	0
322301.072	7396843.894	0	0	0	0
322784.0048	7396862	3.5	4	8	0.4375
323284.0048	7396862	1.785714	28	5.142857	0.347222176
323784.0048	7396862	2.032258	62	5.5	0.369501455
324284.0048	7396862	0.875	8	5.375	0.162790698
324784.0048	7396862	1.8	10	4.7	0.382978723
325284.0048	7396862	3.5	4	6	0.583333333
325784.0048	7396862	1.466667	30	6.466667	0.226804164
326284.0048	7396862	1.230769	13	7.307692	0.168421028
326784.0048	7396862	1.4	10	10.7	0.130841121
327284.0048	7396862	1.555556	18	5.777778	0.269230836
327784.0048	7396862	3.69697	33	6.848485	0.539823041
328284.0048	7396862	4.666667	12	6.916667	0.674698811
328784.0048	7396862	3.547619	42	6.690476	0.530249118
329284.0048	7396862	4.086957	23	6.913043	0.591195079
329784.0048	7396862	1.111111	9	4.222222	0.263157882
330284.0048	7396862	5.478261	23	8.086957	0.677419331
330784.0048	7396862	2.6	20	5.3	0.490566038
331284.0048	7396862	2.666667	24	5.75	0.463768174
331771.9046	7396837.41	1.333333	12	7.166667	0.186046456
332285.5738	7396860.348	0	3	6	0
332784.0048	7396862	1.222222	27	5.888889	0.207547128
333269.9778	7396835.706	1.96	25	6.04	0.324503311
333741.2213	7396757.084	0.666667	12	6.666667	0.100000045
334047.4877	7396633.014	0	0	0	0
322443.2717	7397190.104	0	0	0	0
322815.0604	7397322.956	2.928571	14	6.785714	0.431578902
323284.0048	7397362	1.925926	27	4.925926	0.390977453
323784.0048	7397362	2.73913	23	5.869565	0.46666661
324284.0048	7397362	2.956522	23	7	0.422360286
324784.0048	7397362	0.911765	34	6.264706	0.14553995
325284.0048	7397362	1.217391	23	6.26087	0.194444382
325784.0048	7397362	1.692308	13	6.923077	0.244444486
326284.0048	7397362	0.666667	9	5.888889	0.113207602
326784.0048	7397362	2.714286	7	6.857143	0.395833367
327284.0048	7397362	1	10	8.2	0.12195122
327784.0048	7397362	2.888889	9	9.555556	0.302325579
328273.2257	7397348.669	3.4	5	5.4	0.62962963
328772.4271	7397269.343	0	0	0	0
329277.5322	7397242.841	0	0	0	0
329776.9261	7397222.901	0	0	0	0
330280.5414	7397207.402	4.7	10	7.8	0.602564103
330788.9666	7397358.152	4	5	9.6	0.416666667
331283.55	7397361.557	2.526316	19	6.947368	0.363636416
331617.7851	7397265.641	0	3	3.333333	0
332396.6452	7397187.442	0.8	5	8	0.1
332767.077	7397264.141	2.7	10	10.7	0.252336449
333061.0704	7397121.043	0	0	0	0
322985.109	7397647.68	6	2	10	0.6
323317.1448	7397720.952	1.47619	21	4.761905	0.309999885
323811.8068	7397777.114	1.166667	18	3.833333	0.30434794
324284.5231	7397861.854	1.8	15	7.6	0.236842105
324784.0048	7397862	0.621622	37	7.189189	0.08646622
325284.0048	7397862	2.714286	7	6.714286	0.404255344
325784.0048	7397862	0	6	3	0
326267.0796	7397832.029	2.285714	7	5.571429	0.410256327
326747.9245	7397731.691	1.666667	3	5.666667	0.294117689
327284.0729	7397685.242	0	0	0	0
327776.7299	7397683.779	0	0	0	0
328121.6186	7397651.734	0	0	0	0
330875.4546	7397796.725	2.909091	11	8.090909	0.359550577
331213.0677	7397828.489	2.428571	21	6.428571	0.377777736
323920.625	7398344.766	0	0	0	0
324284.0048	7398362	1.535714	28	5.571429	0.275640953
324784.0048	7398362	2.8	20	6.75	0.414814815
325261.6647	7398337.586	0	0	0	0
325712.0031	7398212.652	0	0	0	0
326076.9927	7398114.83	0	0	0	0
331017.4464	7398121.673	0	0	0	0
331122.9237	7398140.541	0	0	0	0
324027.2112	7398617.352	0	0	0	0
324357.2878	7398815.737	1.25	8	6.125	0.204081633
324783.5028	7398861.523	0	1	6	0
325109.0935	7398748.68	0	0	0	0
324496.925	7399129.493	0	0	0	0
324769.7992	7399146.066	0	0	0	0
